Matrícula,Nome,Vínculo,Cargo,Lotação,Total
1740,SERGIO AUGUSTO DE ANDRADE LIMA,Magistrados,Desembargador(a),GABINETE DO DES. SERGIO AUGUSTO ANDRADE DE LIMA,1
48658,SERGIO CARDOSO BASTOS,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE INHANGAPI,1
7609,SERGIO RICARDO LIMA DA COSTA,Magistrados,Juiz(a) de 3ª Entrancia,VARA DE FAMILIA DISTRITAL DE ICOARACI,1
204153,SERGIO SIMAO DOS SANTOS,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
38070,SHERIDA KEILA PACHECO TEIXEIRA BAUER,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO,1
116505,SIDNEY POMAR FALCAO,Magistrados,Juiz(a) de 2ª Entrancia,VARA DO JUIZADO DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE SANTAREM,1
5568,SILVANA MARIA DE LIMA E SILVA,Magistrados,Juiz(a) de 3ª Entrancia,4ª VARA DO JUIZADO ESPECIAL CRIMINAL DE BELEM,1
158593,SILVIA CLEMENTE SILVA ATAIDE,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE GARRAFAO DO NORTE,1
4596,SILVIA MARA BENTES DE SOUZA COSTA,Magistrados,Juiz(a) de 3ª Entrancia da Turma Recursal,GABINETE DA JUIZA SILVIA MARA BENTES DE SOUZA COSTA DA 1ª TRPJE,1
30252,SILVIO CESAR DOS SANTOS MARIA,Magistrados,Juiz(a) de 3ª Entrancia,CORREGEDORIA GERAL DE JUSTICA,1
204161,SORAYA MUNIZ CALIXTO DE OLIVEIRA,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
30236,SUAYDEN FERNANDES SILVA SAMPAIO,Magistrados,Juiz(a) de 3ª Entrancia,VARA DE CRIMES CONTRA CRIANCAS E ADOLESCENTES DE BELEM,1
148962,TAINA MONTEIRO COLARES DA COSTA,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL DA COMARCA DE RONDON DO PARA,1
149152,TALITA DANIELLE FIALHO MESSIAS DOS SANTOS,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BARCARENA,1
24538,TANIA BATISTELLO,Magistrados,Juiz(a) de 3ª Entrancia da Turma Recursal,GABINETE DA JUIZA TANIA BATISTELLO DA 3ª TRPJE,1
116106,THIAGO CENDES ESCORCIO,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE TUCURUI,1
190489,THIAGO FERNANDES ESTEVAM DOS SANTOS,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE PORTEL,1
39300,THIAGO TAPAJOS GONCALVES,Magistrados,Juiz(a) de 2ª Entrancia,VARA UNICA DA COMARCA DE MONTE ALEGRE,1
149276,THIAGO VINICIUS DE MELO QUEDAS,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE CURIONOPOLIS,1
48631,VALDEIR SALVIANO DA COSTA,Magistrados,Juiz(a) de 3ª Entrancia,4ª VARA DE JUIZADO DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE BELEM,1
30163,VALDEISE MARIA REIS BASTOS,Magistrados,Juiz(a) de 3ª Entrancia,2ª VARA DE FAZENDA DA COMARCA DE BELEM,1
24341,VANDERLEY DE OLIVEIRA SILVA,Magistrados,Juiz(a) de 3ª Entrancia,5ª VARA DE FAMILIA DA COMARCA DE BELEM,1
48615,VANESSA RAMOS COUTO,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
49000,VANIA LUCIA CARVALHO DA SILVEIRA,Magistrados,Desembargador(a),GABINETE DA DESA. VANIA LUCIA CARVALHO DA SILVEIRA,1
41050,VANIA VALENTE DO COUTO FORTES BITAR CUNHA,Magistrados,Desembargador(a),GABINETE DA DESA. VANIA VALENTE DO COUTO FORTES BITAR CUNHA,1
204030,VICTOR BARRETO RAMPAL,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
149381,VILMAR DURVAL MACEDO JUNIOR,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BRAGANCA,1
60232,VINICIUS DE AMORIM PEDRASSOLI,Magistrados,Juiz(a) de 3ª Entrancia,VARA DE CRIMES CONTRA O CONSUMIDOR E A ORDEM TRIBUTARIA DA COMARCA DE BELEM,1
161152,VINICIUS PACHECO DE ARAUJO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE SANTA LUZIA DO PARA,1
204170,VIVIANE LAGES PEREIRA,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
29220,VIVIANE MONTEIRO FERNANDES AUGUSTO DA LUZ,Magistrados,Juiz(a) de 3ª Entrancia,2ª VARA DO JUIZADO ESPECIAL CIVEL DE ANANINDEUA,1
82953,WAGNER SOARES DA COSTA,Magistrados,Juiz(a) de 2ª Entrancia,VARA CRIMINAL DA COMARCA DE MARITUBA,1
190306,WALLACE CARNEIRO DE SOUSA,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE ITAITUBA,1
39310,WALTENCIR ALVES GONCALVES,Magistrados,Juiz(a) de 2ª Entrancia,VARA UNICA DA COMARCA DE MOJU,1
48690,WANDER LUIS BERNARDO,Magistrados,Juiz(a) de 2ª Entrancia,VARA DO JUIZADO ESPECIAL CIVEL E CRIMINAL DE PARAGOMINAS,1
204188,WANDERSON FERREIRA DIAS,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE JACAREACANGA,1
197041,WENDELL WILKER SOARES DOS SANTOS,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE SANTA MARIA DO PARA,1
