Matrícula,Código,Cargo/Função
219380,CJS-2,Assessor de Juiz da Vara Unica de Ulianopolis
219657,CJI,Chefe da Unidade Local de Arrecadacao - Primavera
219703,CJS-2,Assessor de Juiz da 3ª Vara Civel e Empresarial de Altamira
219924,CJS-2,Assessor de Juiz da Vara Unica de Santarem Novo
220400,CJS-2,Assessor de Juiz da Vara Unica de Aurora do Para
220442,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Braganca
220507,CJS-3,Diretor de Secretaria da Vara Unica de Ourilandia do Norte
221538,CJS-2,Assessor de Juiz da 3ª Vara Civel e Empresarial de Belem
221619,CJI,Chefe da Unidade Local de Arrecadacao - Oriximina
221635,CJI,Chefe da Unidade Local de Arrecadacao - Brasil Novo
221643,CJI,Chefe da Unidade Local de Arrecadacao - Santa Maria do Para
221856,CJS-2,Assessor de Juiz da 1ª Vara do Juizado Especial da Fazenda Publica de Belem
221970,CJI,Chefe da Unidade Local de Arrecadacao - Jacunda
222232,CJI,Chefe da Unidade Local de Arrecadacao - Sao Miguel do Guama
222496,CJS-6,Coordenador de Gabinete
223034,CJI,Assistente da Secretaria de Engenharia e Arquitetura
223085,CJS-3,Chefe de Divisao de Seguranca da Informacao
223093,CJS-2,Assessor de Juiz da 1ª Vara do Juizado Especial Civel de Ananindeua
223107,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial Distrital de Icoaraci
223115,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
223123,CJS-2,Assessor de Juiz da Vara Unica de Senador Jose Porfirio
223131,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Paragominas
223239,CJS-6,Assessor de Desembargador
223247,CJS-3,Chefe da Divisao de Sistemas Judiciais
223522,CJI,Assistente de Desembargador
223760,CJI,Assistente de Desembargador
223824,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Castanhal
223832,CJS-2,Assessor de Juiz da Vara Unica de Tome-Acu
223891,CJI,Chefe da Unidade Local de Arrecadacao - Acara
224146,CJS-2,Assessor de Juiz da 11ª Vara do Juizado Especial Civel de Belem
22446,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Abaetetuba
224561,CJS-3,Diretor de Secretaria da Vara Criminal de Santa Izabel do Para
224898,CJS-3,Diretor de Secretaria da Vara Unica de Itupiranga
224928,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Itaituba
225037,CJS-3,Assessor Tecnico da Presidencia
225151,CJS-2,Assessor de Juiz da 2ª Vara do Tribunal do Juri de Belem
22519,CJS-5,Chefe da Central de Distribuicao do 2º Grau
225380,CJS-3,Diretor de Secretaria da Vara Unica de Ulianopolis
225398,CJS-2,Assessor de Juiz da Vara Criminal de Santa Izabel do Para
225428,CJS-3,Diretor de Secretaria da Vara Unica de Gurupa
225576,CJS-3,Diretor de Secretaria da Vara Criminal da Comarca de Sao Felix do Xingu
225649,CJS-2,Assessor de Juiz
225681,CJS-2,Assessor de Juiz da 6ª Vara Civel e Empresarial de Belem
225738,CJI,Assistente de Desembargador
226050,CJS-3,Secretario do Forum da Comarca de Ananindeua
226181,CJS-3,Diretor de Secretaria da Vara Unica de Santarem Novo
226246,CJS-3,Diretor de Secretaria da Vara Unica de Novo Repartimento
226351,CJI,Assistente de Desembargador
226394,CJS-2,Assessor de Juiz da Vara Unica de Pacaja
22667,CJS-4,Assessor Tecnico da Coordenadoria de Saude
22683,CJS-4,Assessor Juridico da Secretaria de Administracao
22691,CJS-3,Secretario do Forum Criminal
227196,CJS-2,Assessor de Juiz da Vara Unica de Anapu
227307,CJI,Chefe da Unidade Local de Arrecadacao - Sao Domingos do Araguaia
227358,CJI,Chefe da Unidade Local de Arrecadacao - Gurupa
227382,CJI,Chefe da Unidade Local de Arrecadacao - Curralinho
227455,CJS-2,Assessor de Juiz da 2ª Vara Cumulativa de Cameta
227757,CJS-2,Assessor de Juiz da 2ª Vara Cumulativa de Breves
227927,CJS-4,Assessor Especial da Presidência
227935,CJS-3,Chefe da Divisao - CI
227943,CJS-3,Chefe da Divisao de Recursos Financeiros e Contabeis - EJPA
227978,CJS-4,Assessor(a)
228001,CJI,Assistente do Departamento de Comunicacao
228036,CJI,Assistente Judiciario da Ouvidoria Agraria
228079,CJS-2,Assessor de Juiz da Vara Unica de Oriximina
228095,CJS-3,Chefe da Divisao de Registro e Controle - EJPA
228117,CJS-4,Assessor da Central de Distribuicao do 2º Grau
228125,CJS-4,Assessor de Planejamento
228133,CJS-4,Assessor Tecnico-Juridico da Secretaria de Planejamento
228141,CJS-3,Chefe da Divisao de Suporte das Atividades Judiciaria Administrativa da Vice-Presidencia
228168,CJI,Assistente da Coordenadoria de Recursos Extraordinarios e Especiais
228206,CJI,Assistente de Gabinete da Secretaria de Administracao
228214,CJI,Assistente da Divisao de Transportes
228231,CJS-4,Assessor da Secretaria de Administracao
228249,CJS-6,Secretario Adjunto da Secretaria de Administracao
228257,CJS-3,Assessor Administrativo da Secretaria de Administracao
228273,CJS-4,Coordenador de Atendimento ao Usuario
228290,CJS-3,Assessor da Coordenadoria de Cerimonial
228311,CJS-3,Assessor Tecnico Administrativo da Secretaria de Engenharia e Arquitetura
228371,CJS-4,Assessor Juridico da Secretaria de Planejamento
228427,CJS-2,Assessor de Juiz da Vara Unica de Ourilandia do Norte
228443,CJS-4,Assessor de Planejamento
228478,CJS-4,Assessor Tecnico Administrativo da Secretaria de Gestao de Pessoas
228486,CJI,Assistente de Desembargador
228532,CJS-2,Assessor da Central de Distribuicao do 2 Grau
228541,CJS-2,Assessor de Juiz da Vara do Juizado Especial de Relacao de Consumo de Santarem - UFOPA
228559,CJS-3,Chefe da Divisao de Informatica - EJPA
228575,CJI,Assistente de Desembargador
228605,CJS-1,Assessor Militar
228869,CJS-3,Chefe da Divisao de Biblioteca e Videoteca - EJPA
228915,CJS-1,Assessor Militar
228923,CJS-1,Assessor Militar
228958,CJS-1,Assessor Militar
228974,CJS-1,Assessor Militar
22926,FG-2,Chefe do Servico de Expedicao e Correspondencia
229415,CJS-2,Assessor de Juiz da 3ª Vara de Juizado Especial da Fazenda Publica de Belem
229482,CJS-4,Assessor Juridico da Coordenadoria de Recursos Extraordinarios e Especias
229571,CJS-2,Assessor de Juiz da Vara Unica de Tucuma
229610,CJS-2,Assessor de Juiz da Vara Agraria de Castanhal
229628,CJS-4,Assessor(a) Tecnico-Administrativo(a) da Corregedoria-Geral de Justica
229636,CJS-4,Assessor Juridico da Central de Distribuicao do 2º Grau
229644,CJS-2,Assessor de Juiz da 10ª Vara Civel e Empresarial de Belem
22985,CJS-6,Assessor de Desembargador
230243,CJI,Assistente de Desembargador
230472,CJS-2,Assessor de Juiz da 2ª Vara de Violencia Domestica e Familiar contra a Mulher de Belem
230511,CJS-3,Chefe da Divisao das Atividades Extrajudiciais da Corregedoria-Geral de Justica
230545,CJS-4,Assessor Juridico da Central de Distribuicao do 2º Grau
230561,CJS-2,Assessor de Juiz da Vara Unica de Uruara
230812,CJI,Assistente de Desembargador
230898,CJS-4,Coordenador de Imprensa
231070,CJI,Assistente de Desembargador
231100,CJI,Assistente de Desembargador
231231,CJS-2,Assessor de Juiz da Vara Criminal de Xinguara
231282,CJS-2,Assessor de Juiz da Vara de Crimes contra Crianca e Adolescente da Comarca de Ananindeua
231291,CJS-2,Assessor de Juiz da 3ª Vara da Infancia e Juventude de Belem
231401,CJS-3,Assessor Tecnico do Departamento Administrativo / Financeiro da EJPA
231681,CJI,Assistente da Divisao de Contabilidade
231835,CJS-2,Assessor de Juiz
231916,CJS-2,Assessor de Juiz da Vara Unica de Brasil Novo
231924,CJS-2,Assessor de Juiz da Vara do Juizado Especial Criminal de Ananindeua
232009,CJS-6,Assessor de Desembargador
232157,CJS-3,Assessor Juridico do Forum Criminal
232475,CJS-2,Assessor de Juiz da 2ª Vara de Crimes Contra a Dignidade Sexual de Crianças e Adolescentes de Belem
232548,CJS-3,ASSESSOR JUDICIARIO (JME)
232645,CJS-2,Assessor de Juiz da Vara Criminal de Capanema
232742,CJS-2,Assessor de Juiz da Vara Unica de Capitao Poco
232807,CJI,Assistente de Desembargador
232823,CJS-2,Assessor de Juiz da 4ª Vara Civel e Empresarial de Belem
232840,CJS-2,Assessor de Juiz da 1ª Vara Criminal da Comarca de Itaituba
232858,CJS-4,Assessor(a)
232874,CJS-6,Coordenador de Gabinete
232882,CJS-6,Assessor(a) de Desembargador(a)
232891,CJI,Assistente de Desembargador
232904,CJI,Assistente de Desembargador
232912,CJI,Assistente de Desembargador
232939,CJI,Assistente de Desembargador
232947,CJI,Assistente de Desembargador
232955,CJI,Assistente de Desembargador
232963,CJS-4,Assessor da Central de Distribuicao do 2º Grau
232971,CJI,Assistente de Desembargador
233021,CJI,Assistente de Desembargador
233030,CJI,Assistente de Desembargador
233048,CJS-6,Assessor(a) de Desembargador(a)
233056,CJS-6,Assessor(a) de Desembargador(a)
233064,CJS-6,Assessor(a) de Desembargador(a)
233072,CJI,Assistente de Desembargador
233081,CJS-2,Assessor de Juiz da 2ª Vara de Juiz(a) das Garantias das Comarcas do Interior
233099,CJS-6,Assessor(a) de Desembargador(a)
233102,CJS-6,Coordenador(a) de Gabinete
233331,CJS-2,Assessor de Juiz da 5ª Vara Civel e Empresarial de Belem
233358,CJS-6,Assessor(a) de Desembargador(a)
233404,CJS-2,Assessor de Juiz da 4ª Vara de Familia de Belem
233412,CJS-6,Assessor(a) de Desembargador(a)
233455,CJI,Assistente de Desembargador
233463,CJS-2,Assessor de Juiz da 12ª Vara Civel e Empresarial de Belem
233536,CJS-6,Coordenador(a) de Gabinete
233609,CJI,Assistente de Gabinete da Secretaria de Administracao
233625,CJI,Assistente de Desembargador
233706,CJS-6,Assessor(a) de Desembargador(a)
233714,CJS-2,Assessor de Juiz
23388,CJS-3,Diretor de Secretaria 1VFam - Coord Nucleo de Cumprimento de Audiencias-UPJ Varas de Familia
234486,FG-2,Chefe do Servico de Registro e Execucao de Atendimentos
23450,FG-2,Chefe do Serviço de Expediente e Arquivo do Forum Civel
234630,CJI,Assistente da SETIC
234729,CJS-2,Assessor de Juiz da 1ª Vara do Juizado Especial Civel e Criminal de Maraba
23485,CJS-3,Diretor de Secretaria da Vara de Crimes contra o Consumidor e a Ordem Tributaria de Belem
234915,CJS-6,Assessor(a) de Desembargador(a)
234940,CJI,Assistente de Desembargador
234958,CJI,Assistente da Divisao de Desenvolvimento e Avaliacao de Pessoal
235113,CJS-1,Assessor Militar da Justica Militar
235121,CJI,Chefe da Unidade Local de Arrecadacao - Garrafao do Norte
23523,CJS-7,Secretario da Secao de Direito Penal
235245,CJS-2,Assessor de Juiz da 2ª Vara Criminal de Altamira
235504,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Capanema
235521,CJS-2,Assessor de Juiz da Vara Unica de Jacareacanga
235644,CJS-2,Assessor de Juiz da Vara Civel e Empresarial de Conceicao do Araguaia
235661,CJS-2,Assessor de Juiz da Vara Unica de Santa Luzia do Para
235733,CJS-2,Assessor de Juiz da Vara Unica de Chaves
235776,CJS-2,Assessor de Juiz da 3ª Vara Criminal Distrital de Icoaraci
235822,CJS-2,"Assessor de Juiz da Vara de Infancia e Juventude, Interditos e Ausentes da Comarca de Maraba"
235873,CJS-2,Assessor de Juiz da Vara Unica de Curuca
23590,FG-2,Chefe do Servico de Comissariado
236021,CJS-2,Assessor de Juiz da Vara do Juizado Especial Civel e Criminal de Mosqueiro
236047,CJS-2,Assessor de Juiz da Vara Unica de Santana do Araguaia
23620,CJS-3,Chefe da Divisao de Acompanhamento e Controle de Arrecadacao dos Servicos Judiciais
23698,CJS-2,Assessor de Juiz da 2ª Vara da Infancia e Juventude de Belem
23841,CJS-6,Assessor de Desembargador
23957,CJS-3,Diretor de Secretaria da 3ª Vara do Juizado Especial Civel de Ananindeua
24147,CJS-3,Chefe da Divisao de Distribuicao de Feitos do Forum Civel
24414,CJS-6,Coordenador do Nucleo de Cumprimento e de Sessoes de Julgamento- UPJ Dir Penal (Sec3TDPenal)
25305,FG-1,Chefe do Servico de Feitos Administrativos
25380,CJI,Chefe da Unidade Local de Arrecadacao - Peixe Boi
25542,CJS-1,Chefe da URA-FRJ - 4RJ-Castanhal
25682,CJS-3,"Diretor de Secretaria 1VCE-Coord do Nucleo de Cump e Aud UPJ-Varas Civ, Emp e Faz de Parauapebas"
25704,CJS-3,Secretario do Forum Civel
25976,CJS-3,Diretor de Secretaria 11VCE-Coord Nucleo de Cumprim e Audienc UPJ-Varas Civ e Emp (7ª a 11ª)
26034,CJS-3,Diretor de Secretaria 5VFam - Coord Nucleo de Movimentacao Processual-UPJ Varas de Familia
26247,CJI,Chefe da Unidade Local de Arrecadacao - Rio Maria
26387,FG-2,Chefe de Servico Disciplinar da Corregedoria-Geral de Justica
26409,CJS-4,Assessor de Plenario
26719,CJS-3,Diretor de Secretaria da 3ª Vara Criminal de Belem
28762,CJS-4,Assessor de Plenario
28827,CJS-6,Assessor de Desembargador
29726,CJS-6,Coordenador(a) de Gabinete
29980,CJS-3,ASSESSOR JUDICIARIO (JME)
30023,CJS-3,Diretor de Secretaria da 10ª Vara Criminal de Belem
30295,CJI,Assistente de Desembargador
30902,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Barcarena
31062,CJI,Chefe da Unidade Local de Arrecadacao - Santa Izabel
31151,CJS-3,"Diretor de Secretaria 2VCE-Coord Nucleo de Atend e Mov Proc-UPJ Varas Civ,Emp e Faz de Parauapebas"
31488,CJS-3,Diretor de Secretaria 3VCE-Coord Nucleo de Atend e Mov.Proc-UPJ das Varas Criminais de Parauapebas
32344,CJS-3,Diretor de Secretaria da Vara Civel e Criminal Distrital de Mosqueiro
32360,CJS-3,Diretor de Secretaria 2VCri -Coord Nucleo de Cumprim e Audiencias UPJ-Varas Criminais de Santarem
32379,CJS-3,Diretor de Secretaria 3VCE-Secretario Geral da UPJ-Varas Civeis e Emp de Santarem
32409,CJS-3,Diretor de Secretaria 1VCri-Secretario Geral da UPJ-Varas Criminais de Santarem
32425,CJS-2,Assessor de Juiz da 14ª Vara Civel e Empresarial de Belem
32492,CJS-3,Coordenador(a) da Central de Mandados da Comarca de Santarem
32794,CJS-3,Diretor de Secretaria 13VCE-Coord Nucleo de Mov Processual-UPJ-Varas Civ e Empresariais (12ª a 15ª)
32859,CJS-3,Diretor de Secretaria da Vara Unica de Soure
33987,CJS-6,Assessor de Desembargador
34215,CJS-4,Assessor de Plenario
34530,CJS-6,Assessor de Desembargador
34614,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Benevides
34649,CJS-3,Coordenador(a) do Nucleo de atendimento da UPJ da Turma Recursal
34703,CJS-6,Assessor de Desembargador
35661,CJS-3,Assessor Tecnico Administrativo do Departamento de Comunicacao
36099,CJS-3,Diretor de Secretaria da Vara Unica de Tome-Acu
36490,CJS-4,Coordenador de Precatorios
36520,CJS-3,Diretor de Secretaria da 9ª Vara Criminal de Belem
37338,CJS-1,Assessor Militar
38270,CJS-6,Assessor de Desembargador
38290,CJS-3,Diretor de Secretaria da Vara Unica de Muana
38310,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Maraba
39586,CJS-2,Assessor de Juiz da 3ª Vara do Tribunal do Juri de Belem
4006,FG-2,Chefe do Servico da Guarda Judiciaria
40060,CJS-4,Assessor Tecnico-Administrativo do Departamento Financeiro
40280,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Tucurui
40350,CJS-3,Diretor de Secretaria da 3ª Vara do Tribunal do Juri de Belem
4065,CJS-6,Secretario do Nucleo de Atendimento-UPJ Turmas de Dir Publico e de Dir Privado (Sec2CCIso)
40827,CJS-6,Coordenador de Gabinete
41040,CJS-3,Assessor Tecnico da Secretaria de Administracao
41122,CJS-3,Diretor de Secretaria da 2ª Vara do Tribunal do Juri de Belem
41320,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial Distrital de Icoaraci
41390,CJS-3,Diretor de Secretaria 6VCEB-Coord Nucleo de Atendimento-UPJ Juizados Especiais Criminais
41420,CJS-5,Chefe de Gabinete da Vice-Presidencia
41430,CJS-3,Chefe da Divisao de Taquigrafia
41440,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial Civel de Belem
41470,CJS-3,Diretor de Secretaria da 2ª Vara do Juizado Especial Civel de Ananindeua
41750,CJS-6,Assessor de Desembargador
41831,CJS-2,Assessor de Juiz da Vara Unica de Inhangapi
42587,CJS-3,Diretor de Secretaria da 2ª Vara de Familia de Ananindeua
42640,CJS-3,Chefe da Divisao de Servicos Gerais
43176,CJS-6,Assessor de Desembargador
43810,CJI,Chefe da Unidade Local de Arrecadacao - Barcarena
44270,CJS-3,Diretor de Secretaria da Vara do Juizado Especial de Santa Izabel do Para
44330,CJS-3,Diretor de Secretaria 10VCE-Coord Nucleo de Movim Processual UPJ-Varas Civ e Empresariais (7ª a 11ª)
44539,CJS-4,Assessor Tecnico Administrativo da Secretaria de Engenharia e Arquitetura
45180,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Criminal de Ananindeua
45420,CJS-3,Diretor de Secretaria da 2ª Vara do Juizado Especial Civel de Belem
45489,CJS-3,Diretor de Secretaria 1VCE-Secretario Geral da UPJ-Varas Civ e Empresariais (1ª a 5ª)
45608,CJS-6,Assessor de Desembargador
45772,CJS-3,Diretor de Secretaria da 1ª Vara Criminal Distrital de Icoaraci
45780,CJS-3,Diretor de Secretaria da 4ª Vara de Juizado de Violencia Domestica e Familiar Contra a Mulher da Comarca de Belem
46019,CJS-4,Coordenador da Coordenadoria de Gestao Sustentavel
4618,CJS-3,Diretor de Secretaria da Vara Unica de Oeiras do Para
46230,CJS-1,Chefe da URA-FRJ - 11RJ-Maraba
46701,CJS-3,Diretor de Secretaria da Vara Agraria de Santarem
48020,CJI,Assistente da Divisao Financeira
48720,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Castanhal
48747,CJI,Chefe da Unidade Local de Arrecadacao - Ponta de Pedras
48801,CJI,Assistente de Desembargador
48852,CJS-3,Diretor de Secretaria da Vara Unica de Sao Francisco do Para
48860,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Santa Izabel do Para
48895,CJS-3,Diretor de Secretaria 4VFam - Secretario Geral da UPJ-Varas de Familia
49140,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Ananindeua
49239,FG-2,"Chefe de Servico de Correicao, Movimentacao e Vitaliciamento de Magistrados(as) - CGJ"
49433,FG-2,Chefe do Servico de Pagamento de Magistrados
49484,CJS-3,Diretor de Secretaria da Vara Unica de Porto de Moz
49611,CJS-6,Assessor(a) de Desembargador(a)
49794,FG-2,Chefe do Servico de Jurisprudencia
49859,CJS-3,Diretor de Secretaria da Vara da Infancia e Juventude Interditos e Ausentes de Santarem
49999,CJS-4,Coordenador de Saude
50210,CJS-3,Diretor de Secretaria da 2ª Vara de Crimes Contra a Dignidade Sexual de Crianças e Adolesc de Belem
50440,CJS-3,Diretor de Secretaria da 1ª Vara do Tribunal do Juri de Belem
50520,CJS-3,Diretor de Secretaria 2VJECri - Secretario Geral-UPJ Juizados Especiais Criminais
50687,CJS-6,Assessor de Desembargador
51160,CJS-1,Chefe da URA-FRJ - 10RJ-Tucurui
51365,CJS-3,Diretor de Secretaria da Vara Unica de Rio Maria
51632,CJS-3,Diretor de Secretaria 3VCE-Coord Nucleo de Cumprim e Audienc-UPJ Varas Civ e Empresariais (1ª a 5ª)
52493,CJS-6,Assessor de Desembargador
52604,CJS-1,Chefe da URA-FRJ - 6RJ-Paragominas
52663,CJS-6,Assessor de Desembargador
52990,CJS-6,Assessor de Desembargador
53449,CJS-6,Assessor(a) de Desembargador(a)
53490,CJS-6,Assessor de Desembargador
53600,CJS-6,Coordenador(a) de Gabinete
53708,CJS-6,Assessor de Desembargador
54003,CJS-6,Assessor de Desembargador
54305,CJS-6,Coordenador(a) de Gabinete
54690,CJS-3,Secretario do Nucleo de Gestao de Conflitos Fundiarios
54801,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Barcarena
54810,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Belem
5495,CJS-3,Chefe da Divisao de Controle de Processos Administrativos
55000,CJS-6,Coordenador de Gabinete
55140,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Castanhal
55344,CJS-6,Assessor de Desembargador
55530,FG-2,Chefe do Servico de Cadastro de Magistrados
55689,CJS-3,Diretor de Secretaria da 1ª Vara de Crimes contra a Dignidade Sexual de Criancas e Adolesc de Belem
55697,CJS-3,Diretor de Secretaria da Vara da Fazenda Publica e Execucao Fiscal
55727,CJS-3,Coordenador(a) do Nucleo 2 da UPJ da Turma Recursal
55891,CJS-3,Assessor Juridico Administrativo da Secretaria de Gestao de Pessoas
56260,CJS-3,Diretor de Secretaria da Vara da Infancia e Juventude Distrital de Icoaraci
56600,CJS-3,Diretor de Secretaria da Vara de Execucao das Penas e Medidas Alternativas de Belem
56618,CJS-6,Assessor(a) de Desembargador(a)
56693,CJS-2,Assessor de Juiz da Vara Unica de Igarape-Acu
56782,CJS-3,Diretor de Secretaria da Vara de Execucao Penal da Regiao Metropolitana de Belem
56804,CJI,Chefe da Unidade Local de Arrecadacao - Marapanim
56847,CJI,Chefe da Unidade Local de Arrecadacao - Canaa dos Carajas
56871,CJS-6,Secretario Geral da UPJ das Turmas de Direito Penal (Sec2TDPenal)
56936,CJS-3,Diretor de Secretaria da 7ª Vara Criminal de Belem
57118,CJS-3,Diretor de Secretaria da Vara Criminal de Marituba
57592,FG-2,Chefe do Servico de Compras
57800,CJS-3,Diretor de Secretaria da Vara Agraria de Maraba
57924,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Abaetetuba
57975,CJS-2,Assessor de Juiz da 2ª Turma Recursal Permanente dos Juizados Especiais
58092,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel e Criminal de Mosqueiro
58106,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial Civel de Ananindeua
58238,CJS-4,Assessor Tecnico Administrativo da Secretaria de Gestao de Pessoas
58467,CJS-4,Coordenador de Depositos Judiciais
58483,CJS-4,Coordenador de Administracao de Pessoal e Pagamento
58491,CJS-2,Assessor de Juiz da 2ª Vara da Infancia e Juventude de Belem
58505,CJS-3,Chefe da Divisao de Pagamento
58513,FG-2,Chefe do Servico de Almoxarifado de Bens Moveis
58521,CJS-4,Coordenador de Desenvolvimento de Pessoal
58629,CJS-5,Diretor do Departamento de Patrimonio e Servicos
58971,CJS-6,Assessor de Desembargador
59021,CJS-3,Chefe da Divisao de Biblioteca
59234,CJS-6,Coordenador de Gabinete
59404,CJS-3,Diretor de Secretaria da 6ª Vara do Juizado Especial Civel de Belem
59412,CJS-4,Assessor Tecnico-Organizacional da Secretaria de Gestao de Pessoas
59480,FG-1,Chefe da Secao de Almoxarifado dos Foruns da Capital
59978,FG-2,Chefe do Servico de Protocolo Administrativo e Judicial
60054,FG-1,Chefe do Servico de Emissao de Certidoes Civeis
60267,CJS-3,Chefe de Divisao de Sistemas Administrativos
60330,CJS-6,Assessor de Desembargador
60542,CJS-4,Assessor Juridico da Secretaria de Gestao de Pessoas
60569,CJS-6,Coordenador de Gabinete
60682,CJS-6,Assessor(a) de Desembargador(a)
61077,CJS-4,Assessor Tecnico-Juridico da Secretaria de Planejamento
61336,CJS-3,Diretor de Secretaria 4VJECri - Coord Nucleo de Cumprimento e Audiencias-UPJ Juizados Esp Criminais
61344,CJS-3,Diretor de Secretaria da 8ª Vara do Juizado Especial Civel de Belem
61409,CJS-6,Assessor(a) de Desembargador(a)
61514,CJS-3,Diretor de Secretaria 3VExFiscal-Coord Nuc Cump Aud da UPJ-Varas Exec Fiscal
61581,CJS-6,Assessor de Desembargador
61638,CJS-3,Diretor de Secretaria da 4ª Vara do Juizado Especial Civel de Belem
61646,CJS-3,"Diretor de Secretaria da Vara de Infancia e Juventude, Interditos e Ausentes de Maraba"
62154,FG-2,Chefe do Servico de Recepcao e Distribuicao de Cartas Precatorias
62162,FG-2,Chefe do Servico de Protocolo Administrativo
62235,CJS-2,Assessor de Juiz da 7ª Vara Civel e Empresarial de Belem
62294,CJS-6,Secretario Adjunto da Secretaria Judiciaria
62316,FG-2,Chefe do Servico de Processamento Tecnico
62367,CJS-3,Diretor de Secretaria da Vara de Execucao Penal de Santarem
62391,CJS-3,Diretor de Secretaria da 3ª Vara Civel e Empresarial de Castanhal
62430,CJS-3,Chefe da Divisao de Bens Patrimoniais
62537,FG-2,Chefe de Servico de Readequacao de Projetos
62570,FG-2,Chefe do Servico de Processos Administrativos
62740,FG-2,Chefe do Servico de Apoio Psicossocial
62952,CJS-3,Chefe da Divisao de Acompanhamento e Controle de Arrecadacao dos Servicos Extrajudiciais
63185,CJS-6,Coordenador do Nucleo de Atendimento e Movimentacao Processual - UPJ Dir Penal (Sec1TDPenal)
63193,CJS-3,Diretor de Secretaria da 1ª Vara de Violencia Domestica e Familiar contra a Mulher de Belem
63258,FG-2,Chefe do Servico de Execucao de Pagamento
63347,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Belem
63606,FG-1,Chefe da Secao de Monitoramento de Frota
63622,FG-2,Chefe do Servico de Manutencao da Frota
63819,FG-1,Chefe da Secao de Controle de Frota dos Foruns
63860,FG-2,Chefe do Servico de Elaboracao
63908,CJS-4,Assessor Juridico da Secretaria Judiciaria
63916,FG-2,Chefe do Servico de Almoxarifado de Materiais
63924,CJS-6,Assessor de Desembargador
63932,CJS-3,Chefe da Divisao de Transportes
64548,FG-2,Chefe do Servico de Referencia Bibliografica
64637,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
64793,CJS-3,Diretor de Secretaria da Vara de Juiz(a) das Garantias da Regiao Metropolitana de Belem
64815,CJS-6,Secretario Adjunto da Secretaria de Engenharia e Arquitetura
64858,CJS-4,Coordenador do Nucleo Estrategico de Governanca de Auditoria e Risco
64920,CJS-2,Assessor de Juiz da Vara da Infancia e Juventude Distrital de Icoaraci
64947,CJS-6,Coordenador do Nucleo de Movimentacao-UPJ Turmas de Dir Pub e de Dir Privado (Sec5CCIso)
64980,CJS-6,Assessor de Desembargador
65056,CJS-6,Assessor de Desembargador
65072,CJS-4,Assessor da Coordenadoria de Recursos Extraordinarios e Especiais
65293,FG-2,Chefe do Servico de Avaliacao de Frequencia de Servidores
65706,CJS-6,Coordenador de Gabinete
65757,CJS-3,Assessor Administrativo da Secretaria de Planejamento
65838,CJS-4,Assessor Tecnico Administrativo da Secretaria de Gestao de Pessoas
65870,FG-2,Chefe do Servico de Expediente e Arquivo do Forum Criminal
65978,FG-2,Chefe do Servico de Museu e Documentacao Historica
66320,FG-2,Chefe de Servico de Planejamento e Orcamento
66370,FG-1,Chefe da Secao de Pesquisa Bibliografica - EJPA
66478,CJS-6,Coordenador de Gabinete
66800,CJS-5,Chefe de Gabinete - CI
66818,FG-2,Chefe do Servico de Acompanhamento de Contratos
66826,CJS-3,Diretor de Secretaria da Vara Unica de Santo Antonio do Taua
66842,FG-2,Chefe do Servico Odontologico
66850,CJS-3,Chefe da Divisao de Administracao de Pessoal
66869,FG-2,Chefe do Servico de Processamento de Documentos
67016,CJS-3,Diretor de Secretaria da 2ª Vara da Infancia e Juventude de Belem
67040,CJS-4,Assessor da Presidencia
67075,CJS-3,Assistente Tecnico Administrativo da Coordenadoria de Cerimonial
67121,CJI,Assistente de Desembargador
67172,CJS-6,Coordenador de Gabinete
67180,FG-1,Chefe da Secao de Zeladoria dos Foruns da Capital
67300,FG-2,Chefe do Servico de Controle de Bens Patrimoniais
67318,FG-2,Chefe do Servico de Atendimento ao Plano de Assistencia a Saude
